CryoSleep,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,FamilyName,TotalFee,C_Num,HomePlanet_Europa,HomePlanet_Earth,HomePlanet_Mars,Destination_TRAPPIST-1e,Destination_PSO J318.5-22,Destination_55 Cancri e,Father,Student,YoungAdult,Young,Adult,Unknown,GrandFather,HightSchool,Kinder,School,C_Deck_B,C_Deck_F,C_Deck_A,C_Deck_G,C_Deck_C,C_Deck_E,C_Deck_D,C_Deck_T,C_Side_P,C_Side_S
0,0,0.0,0.0,863.0,1.0,1.0,143,865.0,101.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,0,0.0,0.0,0.0,0.0,0.0,422,0.0,42.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
1,0,0.0,0.0,0.0,0.0,0.0,1710,0.0,924.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0,0.0,0.0,601.0,183.0,4.0,2200,788.0,38.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,0,1969.0,0.0,310.0,0.0,0.0,278,2279.0,1654.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0,138.0,706.0,0.0,18.0,40.0,1852,902.0,905.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,0,0.0,0.0,0.0,0.0,0.0,1369,0.0,976.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
1,0,0.0,0.0,0.0,0.0,0.0,1490,0.0,281.0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,0,0.0,458.0,725.0,0.0,0.0,1121,1183.0,1090.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,0,6.0,0.0,706.0,0.0,0.0,1534,712.0,1039.0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,0,0.0,0.0,0.0,0.0,0.0,169,0.0,94.0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,0,3564.0,0.0,802.0,0.0,0.0,1663,4366.0,192.0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1,0,0.0,0.0,0.0,0.0,0.0,1417,0.0,672.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
0,0,0.0,553.0,10.0,2787.0,52.0,8,3402.0,199.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,0,0.0,0.0,0.0,0.0,0.0,1525,0.0,89.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,0,0.0,0.0,0.0,0.0,0.0,1261,0.0,609.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0,8.0,752.0,0.0,0.0,687.0,285,1447.0,1789.0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,0,637.0,0.0,0.0,92.0,319.0,1697,1048.0,82.0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0,813.0,0.0,473.0,236.0,0.0,759,1522.0,105.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,0,0.0,0.0,0.0,0.0,0.0,713,0.0,111.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,0,0.0,566.0,18.0,318.0,0.0,1213,902.0,1210.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0,0.0,0.0,0.0,0.0,0.0,967,0.0,1254.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,0,0.0,0.0,110.0,538.0,0.0,894,648.0,1488.0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,0,0.0,0.0,0.0,0.0,0.0,1645,0.0,423.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
0,0,686.0,45.0,16.0,7.0,4.0,1919,758.0,856.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,0,0.0,468.0,0.0,59.0,309.0,2056,836.0,1460.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0,0.0,605.0,0.0,179.0,0.0,1534,784.0,1066.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,0,0.0,7.0,0.0,339.0,359.0,1778,705.0,136.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
1,0,0.0,0.0,0.0,0.0,0.0,524,0.0,113.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0,0.0,0.0,0.0,0.0,0.0,428,0.0,147.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,0,861.0,0.0,310.0,0.0,0.0,1527,1171.0,1358.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0,481.0,0.0,166.0,0.0,122.0,271,769.0,872.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,0,0.0,0.0,859.0,62.0,0.0,329,921.0,1224.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0,1037.0,0.0,40.0,0.0,0.0,1164,1077.0,1824.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0,1632.0,0.0,80.0,7.0,0.0,1891,1719.0,134.0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,0,2206.0,0.0,353.0,0.0,19.0,474,2578.0,165.0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,0,3.0,2174.0,0.0,10860.0,2564.0,1053,15601.0,95.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,0.0,0.0,0.0,369.0,515.0,2205,884.0,1346.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,0,0.0,0.0,0.0,0.0,0.0,2070,0.0,298.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,0,120.0,0.0,1476.0,3.0,0.0,136,1599.0,386.0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,0,0.0,0.0,0.0,0.0,0.0,1288,0.0,1465.0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,0,809.0,0.0,59.0,0.0,0.0,382,868.0,167.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
1,0,0.0,0.0,0.0,0.0,0.0,950,0.0,1379.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
0,0,0.0,0.0,0.0,734.0,21.0,1012,755.0,784.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,0,1352.0,0.0,0.0,24.0,799.0,1237,2175.0,80.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,0,0.0,0.0,0.0,0.0,0.0,739,0.0,370.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1,0,0.0,0.0,0.0,0.0,0.0,1784,0.0,1156.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,0,1.0,897.0,0.0,0.0,8.0,2021,906.0,255.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
0,0,0.0,0.0,154.0,22.0,820.0,2108,996.0,171.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,0,0.0,0.0,0.0,0.0,0.0,585,0.0,458.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1,0,0.0,0.0,0.0,0.0,0.0,1192,0.0,1146.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0,1481.0,0.0,881.0,0.0,0.0,1529,2362.0,317.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,0,0.0,0.0,762.0,0.0,50.0,2156,812.0,539.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,0,836.0,0.0,155.0,31.0,0.0,1968,1022.0,392.0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,0,0.0,0.0,0.0,0.0,0.0,566,0.0,669.0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,0,0.0,724.0,0.0,0.0,0.0,870,724.0,947.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,0,0.0,0.0,0.0,0.0,0.0,1631,0.0,167.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1,0,0.0,0.0,0.0,0.0,0.0,1229,0.0,226.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
0,0,549.0,3.0,201.0,0.0,0.0,2100,753.0,1205.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1,0,0.0,0.0,0.0,0.0,0.0,1496,0.0,1144.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
1,0,0.0,0.0,0.0,0.0,0.0,1586,0.0,237.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
1,0,0.0,0.0,0.0,0.0,0.0,60,0.0,963.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
0,0,0.0,0.0,2433.0,0.0,53.0,385,2486.0,768.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,0,9.0,852.0,73.0,12.0,57.0,973,1003.0,357.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,0,0.0,0.0,0.0,0.0,0.0,1248,0.0,765.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,0,0.0,0.0,0.0,0.0,0.0,129,0.0,129.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,0,0.0,0.0,0.0,0.0,0.0,1602,0.0,1466.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
0,0,301.0,0.0,19.0,0.0,0.0,2131,320.0,1471.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0,0.0,0.0,7.0,3653.0,226.0,202,3886.0,125.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,0,0.0,0.0,0.0,43.0,667.0,1093,710.0,1126.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,0,0.0,0.0,0.0,0.0,0.0,1301,0.0,1289.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
0,0,0.0,48.0,2067.0,3.0,6.0,1062,2124.0,152.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0,0.0,0.0,0.0,0.0,0.0,2167,0.0,123.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,0.0,0.0,643.0,167.0,0.0,1257,810.0,1219.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1,0,0.0,0.0,0.0,0.0,0.0,1047,0.0,310.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,0,0.0,0.0,0.0,0.0,0.0,1321,0.0,1863.0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0,2.0,3.0,450.0,204.0,0.0,1301,659.0,383.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,0,10.0,0.0,817.0,471.0,0.0,1999,1298.0,82.0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,0,0.0,0.0,0.0,759.0,0.0,521,759.0,246.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,0,0.0,0.0,0.0,0.0,0.0,91,0.0,606.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
0,0,151.0,6.0,26.0,0.0,533.0,807,716.0,1348.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0,0.0,0.0,0.0,0.0,0.0,1616,0.0,522.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0,0.0,3452.0,0.0,4.0,1960.0,1600,5416.0,187.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,0,0.0,0.0,0.0,0.0,0.0,307,0.0,1701.0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,0,227.0,0.0,1.0,0.0,707.0,1761,935.0,1799.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,0,0.0,0.0,0.0,0.0,0.0,1299,0.0,97.0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0,25.0,866.0,0.0,3198.0,459.0,746,4548.0,170.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0,0.0,0.0,0.0,0.0,0.0,987,0.0,68.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,0,0.0,847.0,0.0,630.0,2060.0,595,3537.0,257.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,0,0.0,4198.0,227.0,1.0,1415.0,2046,5841.0,200.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,0,3.0,2910.0,0.0,112.0,36.0,40,3061.0,267.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,0,0.0,1095.0,0.0,169.0,1226.0,1422,2490.0,35.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,0,0.0,0.0,0.0,0.0,0.0,113,0.0,250.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0,0.0,1428.0,0.0,1483.0,0.0,2203,2911.0,1431.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0,0.0,0.0,594.0,95.0,0.0,348,689.0,1680.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,0,0.0,0.0,0.0,0.0,0.0,1577,0.0,620.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1,0,0.0,0.0,0.0,0.0,0.0,1780,0.0,771.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0,0.0,0.0,766.0,0.0,0.0,300,766.0,1490.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
0,0,0.0,4260.0,0.0,0.0,1678.0,1467,5938.0,253.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1,0,0.0,0.0,0.0,0.0,0.0,471,0.0,59.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,0,0.0,0.0,0.0,0.0,0.0,2072,0.0,148.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,0,0.0,0.0,0.0,0.0,0.0,1479,0.0,846.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,0,0.0,0.0,0.0,0.0,0.0,1331,0.0,1378.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0,0.0,0.0,0.0,0.0,0.0,184,0.0,1455.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
1,0,0.0,0.0,0.0,0.0,0.0,678,0.0,66.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
1,0,0.0,0.0,0.0,0.0,0.0,395,0.0,118.0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0,85.0,0.0,1130.0,0.0,248.0,1420,1463.0,82.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1,0,0.0,0.0,0.0,0.0,0.0,1404,0.0,1001.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,0,0.0,0.0,0.0,0.0,0.0,1986,0.0,93.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,767.0,16.0,9.0,0.0,0.0,1936,792.0,496.0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,0,0.0,0.0,0.0,0.0,0.0,1696,0.0,215.0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,0,0.0,3863.0,1.0,1010.0,514.0,1075,5388.0,56.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,1,0.0,279.0,3627.0,122.0,30.0,1914,4058.0,132.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,0,0.0,6050.0,0.0,662.0,920.0,387,7632.0,232.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,0,3037.0,10.0,43.0,0.0,0.0,296,3090.0,62.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
0,1,0.0,48.0,0.0,3204.0,112.0,67,3364.0,287.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,0,0.0,0.0,0.0,0.0,0.0,1908,0.0,39.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,0,0.0,0.0,0.0,0.0,0.0,184,0.0,1177.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0,1337.0,49.0,57.0,0.0,0.0,2140,1443.0,951.0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,0,0.0,0.0,0.0,0.0,0.0,2129,0.0,64.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,0,0.0,1029.0,0.0,0.0,0.0,2147,1029.0,780.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,0,0.0,58.0,12.0,68.0,653.0,1027,791.0,69.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,0,0.0,0.0,0.0,1.0,335.0,1818,336.0,1302.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0,13.0,0.0,0.0,679.0,0.0,2195,692.0,1080.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,0,0.0,39.0,0.0,310.0,539.0,1746,888.0,207.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0,542.0,0.0,1231.0,0.0,1.0,1678,1774.0,722.0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0,18.0,4754.0,1.0,1254.0,2.0,1754,6029.0,283.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0,0.0,0.0,0.0,0.0,0.0,1033,0.0,1074.0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,0,0.0,0.0,0.0,0.0,0.0,2198,0.0,1386.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0,0.0,813.0,89.0,12.0,0.0,1481,914.0,589.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,0,0.0,0.0,0.0,0.0,0.0,916,0.0,974.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,0,0.0,0.0,0.0,0.0,0.0,613,0.0,782.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0,1.0,3935.0,0.0,146.0,0.0,952,4082.0,107.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,0,0.0,0.0,0.0,0.0,0.0,1353,0.0,479.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,0,477.0,0.0,8.0,0.0,323.0,937,808.0,977.0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0,733.0,0.0,1296.0,80.0,0.0,2022,2109.0,599.0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,0,4.0,44.0,1401.0,1043.0,0.0,1944,2492.0,91.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0,0.0,0.0,0.0,0.0,0.0,1546,0.0,148.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
1,0,0.0,0.0,0.0,0.0,0.0,2154,0.0,76.0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,0,0.0,1049.0,0.0,353.0,3235.0,996,4637.0,608.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,0,0.0,0.0,0.0,0.0,0.0,114,0.0,1363.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,0,0.0,230.0,0.0,4476.0,241.0,488,4947.0,82.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1,0,0.0,0.0,0.0,0.0,0.0,1793,0.0,589.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0,57.0,29.0,0.0,0.0,643.0,1713,729.0,1096.0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,0,0.0,0.0,0.0,725.0,2.0,2168,727.0,945.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0,0.0,0.0,634.0,1.0,23.0,467,658.0,396.0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,0,0.0,0.0,0.0,0.0,0.0,2132,0.0,813.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1,0,0.0,0.0,0.0,0.0,0.0,478,0.0,1111.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0,0.0,4.0,429.0,0.0,287.0,25,720.0,323.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0,0.0,4579.0,1.0,1006.0,2084.0,1072,7670.0,181.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1,0,0.0,0.0,0.0,0.0,0.0,347,0.0,765.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0,0.0,0.0,0.0,0.0,0.0,1307,0.0,1181.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
1,0,0.0,0.0,0.0,0.0,0.0,1205,0.0,618.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0,20.0,1064.0,0.0,0.0,11643.0,699,12727.0,92.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,0,0.0,0.0,0.0,0.0,0.0,1875,0.0,1792.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
0,0,32.0,640.0,0.0,0.0,0.0,1145,672.0,1629.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
